BRANDS SOLD,PRODUCT TYPES/ CATEGORIES,RETAILER TYPE,RETAILER_ID,RETAILER NAME,LOCATION NAME,ADDRESS,LAND MARK,CITY,DISTRICT,STATE/PROVINCE,ZIP/POSTAL CODE,COUNTRY,CONTACT PHONE,CONTACT PERSON,STORE SIZE,GEO COORDINATES,TIER LEVEL OF GOODS SOLD,URL,NUMBER OF STORES/BRANCHIES IN THE CHAIN,HQ ADDRESS,HOLDING COMPANY NAME,HOLDING COMPANY ADDRESS,HOLDINGS CONTACT,URL (HOLDING COMAPANY),MANUFACTURER / FACTORY,MANUFACTURER ADDRESS,MANUFACTURER CONTACT
,TV,Consumer Electronics,,PAI INTERNATIONAL,Pai Mobiles -  Isnapur,"H. No. 8- 55, Survey No. 241/AA,

ISNAPUR Village, Patancheru Mandal,

Telangana,Medak District, 502307 .",,Telangana,Medak District,,.,India,,,,,,https://www.paiinternational.in/Stores,,,,,,,,,
,TV,Consumer Electronics,,PAI INTERNATIONAL,Pai Mobiles -  Medchal,"Plot No. 25/part, H.No. 13- 118/1 part

Medchal, R.R district, Telangana. 501401",,Medchal, R R district,,501401,India,,,,,,https://www.paiinternational.in/Stores,,,,,,,,,
,TV,Consumer Electronics,,PAI INTERNATIONAL,Pai Mobiles -  SantoshNagar,"No. 8- 100 (New No. 9- 8- 152), Pochamma Gadda,

Sultan Valva, Saroornagar,

Ranga Reddy District, T.S. 500056.",,Ranga Reddy District, T S,,500056.,India,,,,,,https://www.paiinternational.in/Stores,,,,,,,,,
,TV,Consumer Electronics,,PAI INTERNATIONAL,Pai Mobiles -  Bowenpally,"Plot No 3, Flat no7,

Dhanlakshmi Cooperative Society Ward No 1,

Bapujinagar, Bowenpally, Secunderabad 500011",,Bapujinagar, Bowenpally,,500011,India,,,,,,https://www.paiinternational.in/Stores,,,,,,,,,
,TV,Consumer Electronics,,PAI INTERNATIONAL,Pai Mobiles -  Banjara Hills,"Door No.8- 2- 636/1, Road No.12,

Banjara Hills, Near Virinchi Hospitals,

Hyderabad -  500034.",,Hyderabad,,,500034.,India,,,,,,https://www.paiinternational.in/Stores,,,,,,,,,
,TV,Consumer Electronics,,PAI INTERNATIONAL,Pai Mobiles -  Nirmal,"Door No. 1- 2- 26, Nataraj Nagar,

Beside DCB Bank, Nirmal,

Nirmal District, Telangana -  504106",,Nirmal District, Telangana,,504106,India,,,,,,https://www.paiinternational.in/Stores,,,,,,,,,
,TV,Consumer Electronics,,PAI INTERNATIONAL,Pai Mobiles -  Nalgonda,"Shop No.6- 2- 627/1,Opposite Beat Market Yard,

Srinagar Colony, Nalgonda,

Nalgonda District, Telangana -  508001",,Nalgonda District, Telangana,,508001,India,,,,,,https://www.paiinternational.in/Stores,,,,,,,,,
,TV,Consumer Electronics,,PAI INTERNATIONAL,Pai Mobiles -  Sangareddy,"No.5- 2- 35, Srikurpa Nagar, Main Road

Near District Court, Sangareddy Town and District,

Telangana -  502001",,Telangana,,,502001,India,,,,,,https://www.paiinternational.in/Stores,,,,,,,,,
,TV,Consumer Electronics,,PAI INTERNATIONAL,Pai International – BENZCIRCLE,"D.NO.40- 1- 99& 40- 1- 100,

BABA ESTATES, M.G. ROAD,

KHANNA NAGAR, BENZCIRCLE,

VIJAYAWADA -  520010.",,VIJAYAWADA,,,520010.,India,,,,,,https://www.paiinternational.in/Stores,,,,,,,,,
,TV,Consumer Electronics,,PAI INTERNATIONAL,DIAMOND PARK MBS,"D.NO. 43- 9- 182/1,

WARD NO. 31 SUBBALAKSHMI NAGAR,

MAIN ROAD DONDAPARTHI ROAD,

VISAKHAPATNAM -  530016(A.P)",,VISAKHAPATNAM,,,530016(A.P),India,,,,,,https://www.paiinternational.in/Stores,,,,,,,,,
