BRANDS SOLD,PRODUCT TYPES/ CATEGORIES,RETAILER TYPE,RETAILER_ID,RETAILER NAME,LOCATION NAME,ADDRESS,LAND MARK,CITY,DISTRICT,STATE/PROVINCE,ZIP/POSTAL CODE,COUNTRY,CONTACT PHONE,STORE SIZE,GEO COORDINATES,TIER LEVEL OF GOODS SOLD,URL,NUMBER OF STORES/BRANCHIES IN THE CHAIN,HQ ADDRESS,HOLDING COMPANY NAME,HOLDING COMPANY ADDRESS,HOLDINGS CONTACT,URL (HOLDING COMAPANY),MANUFACTURER / FACTORY,MANUFACTURER ADDRESS,MANUFACTURER CONTACT
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8728 D NO 192 EASTVELI STREET MADURAITOWN 
OLD TOWN SURVEY WARD NO 9",,MADURAI,,Tamil Nadu,625001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"4599 SF16 27A2ND FLR CITY CENTREMALL 
K S RAO ROAD HAMPANKATTA",,MANGALORE,,,575001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8668 PLOT NO S 8 & 9
COLLEGE RD NRCHILDREN PARK",,MEERUT,,Uttar Pradesh,250002,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8984ANCHOR NO 2 & 3LGF SHOPPRIX MALLCOMMERCIAL BULK LANDMAJOR
 DHYAN CHAND NAGAR SPORTS GOODS COMPLEX CROSSING OFMEERUT HAPUR BYPASS & MEERUT DELHI HWY"," 8984ANCHOR NO 2 & 3LGF SHOPPRIX MALLCOMMERCIAL BULK LANDMAJOR
 DHYAN CHAND NAGAR SPORTS GOODS COMPLEX CROSSING OFMEERUT HAPUR BYPASS & MEERUT DELHI HWY",MEERUT,,Uttar Pradesh,250103,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"F 52 R CITY MALL 
LBSMARG GHATKOPAR W",,MUMBAI,,,400086,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"RDRL R MALL MULUNDSTORE G 
16 GRD FLRR MALL MULUND LBS MARG MULUND W",,MUMBAI,,,400080,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"UNIT NO 203 2ND FLRMALAD
 INFINITI MALLLINK RD MALAD",,MUMBAI,,,400064,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"RDRL SHOP NO 13 1517 & 19 ON 1ST FLRAND 17 19 ON 
2ND FLRGROWELL 101 AKURLI ROAD KANDIVALI EAST",,MUMBAI,,,400101,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"FF GULMOHAR PLAZAVIVA 
COLLEGE ROADVIRAR WEST",,Mumbai,,,401303,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"A 1 & 2 TIMES SQUAREANDHERI
 EAST ANDHERIKURLA RD",,MUMBAI,,,400059,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"RDRL PHOENIX MARKETMUMBAI STOREG 495051 
PHOENIX MARKET CITY  LBS ROAD  KURLA",,MUMBAI,,,400070,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"SEA BREEZE PLOT NO1091 TOWN 
PLANNINGSCHEME IV NEW PRABHADEVI ROAD",,MUMBAI,,,400025,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"MAIN STREET MALLBETWEEN ELCO 
MARKETAND GLOBUS HILL ROAD BANDRA WEST",,MUMBAI,,,400050,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"DIGITAL XPRESSSECOND FLOOR UNITNO 
T 217 NEPTUNE MAGNET MALL LBS MARG BHANDUP",,MUMBAI,,,400078,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"SHOP NO 5 GRD FLRTIRUPATI 
SHOPPING4 755 WARDEN RD"," SHOP NO 5 GRD FLRTIRUPATI 
SHOPPING4 755 WARDEN RD",MUMBAI,,,400026,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"SHOP NO G 37 GRD FLRR CITY CENTRE MALLL
 B S MARG GHATKOPAR W",,MUMBAI,,,400077,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"SHOP NO S 12 BSECOND FLOOR HIGHSTREET 
PHONIX LOWER PAREL SENAPATI BAPAT MARG",,MUMBAI,,,400013,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8667 SF 6 & 7 VIVACITY MALL NR CADBURYCOMPD NEXT TO 
JUPITER HOSPITAL THANE WEST OFF EASTERN HIGHWAY",,MUMBAI,,,400610,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8702 1ST FLOOR SHOPNO 4 MILAP 
THEATRESV ROAD KANDIVALI W",,MUMBAI,,,400067,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"ANAND PRINTING PRESSSHOP NO 2  PLOT NO190 C  SATNAM MANSION  DR BABASAHEB AMBEDKAR ROAD  NEXT TO CHITRA CINEMA
  DADAR EAST",,MUMBAI,,,400014,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7520 SHOP NO 52SHREEJI HEIGHTSPLOT NO 1 1A 1B AND 1C SECTOR 46A
 SEAWOOD",,MUMBAI,,,400706,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7524 SHOP NO 19NATIONAL AVENUE BLDGAKURLI ROAD OPP 
SAIBABA HOSPITAL KANDIVALI EAST"," 7524 SHOP NO 19NATIONAL AVENUE BLDGAKURLI ROAD OPP 
SAIBABA HOSPITAL KANDIVALI EAST",MUMBAI,,,400101,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7552 SHOP NO 2 3BHAWESHWAR PLAZALBS ROAD 
GHATKOPAR WEST",,MUMBAI,,,400086,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7570 SHOP NO 7SAIFEE 
PARKMASCAREHANS ROAD MAZGAON",,MUMBAI,,,400010,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7573 SHOP NO 9 UNITYHEIGHTS 
SV ROADMALAD W",,MUMBAI,,,400097,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8466 SHOP NO2 3 AND11 BUILDING NO A 1SARAF 
CHAUDHARY NAGAR  THAKUR COMPLEX KANDIVALI E",,MUMBAI,,,400101,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8470 SHOP NO 6SHIV PARVATI CHSSION 
TROMBAY ROAD  CHEMBUR",,MUMBAI,,,400071,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8471 SHOP NO 1A 31B 4 
AVON ARCADEDJ ROAD  VILE PARLE W",,MUMBAI,,,400056,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8472 SHOP NO 5PRANAV COMMERCIALPLAZA 
M G RD MULUND WEST",,MUMBAI,,,400080,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8746  SHREEJI VILLASHOP NO 7 
T HKATARIA MARG MATUNGA WEST",,MUMBAI,,,400016,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8749 SHOP NO 3 ALOOPAROO BUILDING 
LJ RDNEAR AXIS BANK  MAHIM WEST"," 8749 SHOP NO 3 ALOOPAROO BUILDING 
LJ RDNEAR AXIS BANK  MAHIM WEST",MUMBAI,,,400016,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8752 SHREEJI ARCADES V ROAD
 NR  JAINTEMPLEÂ  KANDIVALI WEST",,MUMBAI,,,400067,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8760 K R CHAUKSEYCONSULTANTS 13  AKAILASH PLAZA VALLABH BAG LANE NEAR OUDIAN SHOPPING CENTRE
 GHATKOPAR"," 8760 K R CHAUKSEYCONSULTANTS 13  AKAILASH PLAZA VALLABH BAG LANE NEAR OUDIAN SHOPPING CENTRE
 GHATKOPAR",MUMBAI,,,400080,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8761 SHOP NO5 GOYALPLAZA TPSII KASTURBAROAD NO 4
NEAR ICICI BANK BORIVALI EAST"," 8761 SHOP NO5 GOYALPLAZA TPSII KASTURBAROAD NO 4
NEAR ICICI BANK BORIVALI EAST",MUMBAI,,,400066,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8788 SHOP NO 4GRACE 
PLAZAS V ROAD  JOGESHWARI W",,MUMBAI,,,400102,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8797 SHOP NO 22TRUE VISIONSHIVAJI NAGAR  DELISLE ROAD 
N M JOSHI MARG  LOWER PAREL",,MUMBAI,,,400013,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8692 RELIANCE HYPERMART  KSRTC 
BUSTSTAND BANGLORE NEELGIRI ROAD",,MYSORE,,Karnatka,570001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"MALL OF MYSORE FF 8NAZARBAD MOHALLAM G ROAD INDIRANAGAR EXTN OPP GOLF ROAD
INDIRANAGAR EXTN OPP GOLF ROAD"," MALL OF MYSORE FF 8NAZARBAD MOHALLAM G ROAD INDIRANAGAR EXTN OPP GOLF ROAD
INDIRANAGAR EXTN OPP GOLF ROAD",MYSORE,,Karnatka,570010,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"1ST FLR EMPRESS CITIMALL SIR BENZONJIMEHTA
 ROAD NEAR SHUKRAWARI TALW"," 1ST FLR EMPRESS CITIMALL SIR BENZONJIMEHTA
 ROAD NEAR SHUKRAWARI TALW",NAGPUR,,Maharashtra,440018,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8748 RL MALL PLOT NO90 SR NO 612 5B 1AND 612 5B 
2 OLD MUMBAI AGRA ROAD NEAR KALIKA MANDIR"," 8748 RL MALL PLOT NO90 SR NO 612 5B 1AND 612 5B 
2 OLD MUMBAI AGRA ROAD NEAR KALIKA MANDIR",NASIK,,,422001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"LSF 02 LOWER GRD FLRCITY CENTER MALLLAWATE NAGAR 
UNTWADI NEW NASIK",,NASIK,,,422022,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8718 D XPRESS STARZONE SHOP 
NOS U6M6 & M7 NASHIK",,NASIK,,,422101,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"MAITHILI SIGNETPLOT NO 39 4 
SEC 30A",,NAVI MUMBAI,,Maharashtra,400705,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8918RCP Complex, Bldg no. 6, Wing C, Ground Floor, 
Thane-Belapur Road, Ghansoli, navi Mumbai-400701",,NAVI MUMBAI,,Maharashtra,400701,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"RDX STORE 8D GRD FLRRELIANCE 
CORPORATEPARK THANE BELAPUR RD GHANSOLI",,NAVI MUMBAI,,Maharashtra,400701,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8737 GF TC23 RELIANCCORPORATE 
PARKTHANEBELAPUR ROAD GHANSOLI",,NAVI MUMBAI,,Maharashtra,400701,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8791 AC AND LCD F1 4SECTOR 15
NEAR STATION NERUL E"," 8791 AC AND LCD F1 4SECTOR 15
NEAR STATION NERUL E",NAVI MUMBAI,,Maharashtra,400706,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8990 SHOP NO 3DCB ATM  SHUBHAMPALACE VASHI ROAD  OPP VODAFONE GALLERY NEARB
Y D MART KOPERKAIRANE"," 8990 SHOP NO 3DCB ATM  SHUBHAMPALACE VASHI ROAD  OPP VODAFONE GALLERY NEARB
Y D MART KOPERKAIRANE",NAVI MUMBAI,,Maharashtra,400709,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"GRD FLR B 1 629JANAKPURI 
NAJAFGARHRD",,NEW DELHI,,,110058,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8676 RDRL GF & FFPLOT NO RZ 14 5
LAXMI GARDEN NAJAFGARH",,NEW DELHI,,,110043,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"1ST FLOOR FUN CITYMALL 
PLOT NO 29AND 31 CBD SHAHADRA",,NEW DELHI,,,110092,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"SHOP NO 231232233AMBIENCE MALL
2ND FLR VASANT KUNJ",,NEW DELHI,,,110070,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"WYANDHAM HOTELGR FLR PLOT NO 3
OPP DWARKA METRO STATION SEC 10"," WYANDHAM HOTELGR FLR PLOT NO 3
OPP DWARKA METRO STATION SEC 10",NEW DELHI,,,110075,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"DIGITAL XPRESS F 11PLOT NO 12V3S
 EAST CENTRE LAXMI NAGAR DT CENTRE",,NEW DELHI,,,110092,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"SHOP NO M 34 GRD 
FLRGK 1 MAIN MARKET",,NEW DELHI,,,110048,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8665 DIGITAL XPRESSASHOK VIHAR DELHI 
GFB 2 14 PHASE 2 ASHOK VIHAR",,NEW DELHI,,,110052,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8712GF SHOP G12 G14G15A FUN CITY 
MALLPRASHANT VIHAR SECTOR 14 ROHINI",,NEW DELHI,,,110085,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"PLOT NO 17 18 19COMMUNITY CENTRELALA 
LAJPAT RAI MARGKAILASH COLONY",,NEW DELHI,,,110048,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8965 FF & SF ATJAKSONS CROWNHEIGHTS
 SECTOR 10 PLOT 3B1 ROHINI",,NEW DELHI,,,110085,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7500 SHOP NO 1 15 1WEST PATEL NAGAR
PATEL NAGAR",,NEW DELHI,,,110008,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7527 SHOP NO 13 
SEC8 RK PURAM",,NEW DELHI,,,110022,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7535 GF L 1B MAHIPALPUR 
OPP MTNL TELEPHONE EXCHANGE"," 7535 GF L 1B MAHIPALPUR 
OPP MTNL TELEPHONE EXCHANGE",NEW DELHI,,,110037,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7536 59 GF 
MALL ROADGTB NAGAR",,NEW DELHI,,,110009,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7542 RZ 506 C 
RAJNAGAR PALAM COLONY",,NEW DELHI,,,110045,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7547 7683 SABZIMANDI 
CLOCK TOWER",,NEW DELHI,,,110007,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7554 B 38 SHANKRACHARYA ROAD SSRANA MARG 
ADARSH NAGAR",,NEW DELHI,,,110033,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7556 G 18 SHOP NO 2
DILSHAD COLONY",,NEW DELHI,,,110095,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7559 6 2 MOTI NAGARMAIN MKT 
MOTI NAGAR",,NEW DELHI,,,110015,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7562 9283WEST ROHTASNGR MAIN
BABARPUR RD",,NEW DELHI,,,110032,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8458 6 14 
AGEETA COLONY",,NEW DELHI,,,110031,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8460 G 4 AND G 27AGGARWAL CITY PLAZAPLOT NUMBER  17 
MANGALAM PLACE SEC 3 ROHINI 3",,NEW DELHI,,,100085,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8461 B 89 A 1
GR FLR KALKA JEE",,NEW DELHI,,,110019,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8463 B 1 153 
MAIN RDNEW KONDLI",,NEW DELHI,,,110096,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8753 6 58 STREET NO3 
VISHWAS NAGAR",,NEW DELHI,,,110032,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8790C 1 137
JANAKPURI",,NEW DELHI,,,110027,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8794 123 124GR 
FLR SATYA NIKETAN",,NEW DELHI,,,110021,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8795 C6 239 
YAMUNAVIHAR",,NEW DELHI,,,110053,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8796 61 3 CENTRAL RDBHOGAL 
JANGPURA",,NEW DELHI,,,110014,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8992F 3 29 
KRISHNANAGAR",,NEW DELHI,,,110051,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8993 WA 84 
SHAKARPUR",,NEW DELHI,,,110092,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8994 K1 81  
C R PARK",,NEW DELHI,,,110019,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8995F 37 GROUND FOORMIL
AP NAGAR UTTAMNAGAR",,NEW DELHI,,,110059,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8996 SHOP NUMBER 1
PANDAV NAGAR",,NEW DELHI,,,110092,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8997 G 11 B 2 
SHIVAMHOUSE COMMERCIALCOMPLEX KARAMPURA",,NEW DELHI,,,110015,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"PLOT NO A 2 3RD FLRGREAT INDIA PLACESECTOR 38 A 
ADJACENT TO AMUSEMENT PARK",,NOIDA,,Uttar Pradesh,201301,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8677 SHOP NOS G43G46A 
PLOT NOS 1ANSAL PLAZA GREATER",,NOIDA,,Uttar Pradesh,201306,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8696 D X PRESS SEC63GF OF PROPERTY
 NO 25BLOCK H 1A SEC 63",,NOIDA,,Uttar Pradesh,201307,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8671 PLOT NO968 998969 971 970 THANA NO11  
MADHURI CHANDRA COMPLEX  KHAJPURA BAILEY ROAD",,PATNA,,,800014,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"MANHAR HOUSE 
NEARSAIBABA MANDIR PUNESATARA RD"," MANHAR HOUSE 
NEARSAIBABA MANDIR PUNESATARA RD",PUNE,,Maharashtra,411037,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"20 6 2 3 SPARSHPLAZA HINJEWADI MAINROAD 
OPP HP PETROL PUMP NEXT TO MARRIOT COURTYARD HINJEWADI"," 20 6 2 3 SPARSHPLAZA HINJEWADI MAINROAD 
OPP HP PETROL PUMP NEXT TO MARRIOT COURTYARD HINJEWADI",PUNE,,Maharashtra,411057,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"R DECCAN MALL FF ANDSF MALL 
DECCANGYMKHANA JM RD DECCAN",,PUNE,,Maharashtra,411004,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"KUMAR PACIFIC MALLS 1 AND S 2
 2ND FLRSHANKAR SETH RD",,PUNE,,Maharashtra,411042,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8721 SURVEY NO 8HISSA NO 2B 2CKHARADI 
HAVELI ALMONTE VILLAGE",,PUNE,,Maharashtra,410201,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"RDRL KPCT PUNE STORESHOP C & D 
NO 26 2728 WING B GRD AND 1ST FLR KPCT FATIMA NAGAR",,PUNE,,Maharashtra,411040,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"AHMEDANAGAR ROADSTORE FF 33 34 35
PHOENIX MARKET CITY NAGAR ROAD VIMAN NAGAR",,PUNE,,Maharashtra,411014,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"AMANORA TOWN CENTREMALL VILLAGE SADESATARA 
NAIL 17 HADAPSAR TALUKA HAVELI",,PUNE,,Maharashtra,411028,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"PLOT NO 1 2 SURVEYNO 131 1 2 SOLITAIREMALL ITI ROAD 
SANEWADI OPP RELIANCE FOOT PRINT"," PLOT NO 1 2 SURVEYNO 131 1 2 SOLITAIREMALL ITI ROAD 
SANEWADI OPP RELIANCE FOOT PRINT",PUNE,,Maharashtra,411007,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"SHOP NO G 3 UPPERGROUND 
FLOORMILLLENIUM PLAZA FC ROAD",,PUNE,,Maharashtra,411005,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8698LGF SHOP NO 231CAMP 
MOLEDINA ROAD",,PUNE,,Maharashtra,411001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7504  DX MINIGEETAI SANKULPAUD RD PUNE 129 GEETAI SANKUL 
PAUD ROAD IDEAL COLONY",,PUNE,,Maharashtra,411038,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7512  SHOP NO 3NITYANAND HOUSINGSOCIETY  
BALAJI NAGAR  NEAR SIDDHARTH ELECTRONICS"," 7512  SHOP NO 3NITYANAND HOUSINGSOCIETY  
BALAJI NAGAR  NEAR SIDDHARTH ELECTRONICS",PUNE,,Maharashtra,411043,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7519 PLOT NO 14S NO 88 4
GUJRATH COLONY KOTHRUD",,PUNE,,Maharashtra,411029,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7521 SHOP NO 3MENKUDLE HEIGHTS 469 SAGAR PARK VADGAON SHERI
 CHANDAN NAGAR",,PUNE,,Maharashtra,411014,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7550 RBS ATM SHOP NO34 GROUND 
FLOORSACRED HEART TOWN WANWADI",,PUNE,,Maharashtra,411040,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
