BRANDS SOLD,PRODUCT TYPES/ CATEGORIES,RETAILER TYPE,RETAILER_ID,RETAILER NAME,LOCATION NAME,ADDRESS,LAND MARK,CITY,DISTRICT,STATE/PROVINCE,ZIP/POSTAL CODE,COUNTRY,CONTACT PHONE,STORE SIZE,GEO COORDINATES,TIER LEVEL OF GOODS SOLD,URL,NUMBER OF STORES/BRANCHIES IN THE CHAIN,HQ ADDRESS,HOLDING COMPANY NAME,HOLDING COMPANY ADDRESS,HOLDINGS CONTACT,URL (HOLDING COMAPANY),MANUFACTURER / FACTORY,MANUFACTURER ADDRESS,MANUFACTURER CONTACT
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"FUN CITY SHOPPINGMALL GF & FF 
PLOT NO02 SEC 20A"," FUN CITY SHOPPINGMALL GF & FF 
PLOT NO02 SEC 20A",FARIDABAD,,Haryana,121001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7563 S NO B437 NEHRUGROUND 
NEELAM BATAROAD NIT",,FARIDABAD,,Haryana,121001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"SECOND FLOOR SF 230& 231 MAHAGUN METROMALL 
PLOT NO VC 3 SECTOR 3 VAISHALI",,GHAZIABAD,,,201010,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"1ST FLR SHIPRA 
MALLINDIRAPURAM",,GHAZIABAD,,,201012,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"SHOP NO G 7 & G 8 ATPACIFIC MALL KOSHMBIA 
SITE NO 4 SAHIBABAD IND AREA PLOT NO 1 DR BURMAN RD",,GHAZIABAD,,,201010,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"C 29 RDC 
RAJNAGARDST CENTRE",,GHAZIABAD,,,201001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8708 FIRST FLOOR 115OPULENT 
MALL GT ROAD",,GHAZIABAD,,,201001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8789 SHOP NUMBER 8UGF AMARPALI ROYALVAIBHAVKAND
 INDIRAPURAM",,GHAZIABAD,,,201010,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8727 D NO13 5 2 FFRAMASOMAYJULU 
STREETSURAYRAO PETA KAKINADA EAST",,GODAVARI,,,533001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"NO 1000 CTS NO 922 3ASIAN MALLBEHIND 
KBN HOSPITAL GATE NO 2 ELECTRONIC CITY PHASE 1",,GULBARGA,,,585102,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"GFA 02G 15 G 16 UGA02 UG 16B 
UG 11 16ANSAL PLAZA PALAM VIHAR",,GURGAON,,Haryana,122017,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"AMBI MALL 218 2NDFLOOR AMBIANCE MALLNH 8 
NATHUPUR VILLAGE RAJOKRI BORDER",,GURGAON,,Haryana,122001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"UG 21 A TO 27 B FF21 TO 27 
RAHEJA MALLSEC 47 SOHNA RD",,GURGAON,,Haryana,121103,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8664 DIGITAL XPRESSHUDA MARKET GURGAONBF & 
GF SCO 23 HUDA MARKET SEC 14",,GURGAON,,Haryana,122001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7534 SOUTH  CITYARCADE SECTOR 30
Gurgaon",,GURGAON,,Haryana,122001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7564 NM 15 
OLD DLFCOLONY",,GURGAON,,Haryana,122001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"RDML AVNI RIVER SIDEMALL RELIANCEDIGITALRETAIL LIMITED AVANI RIVERSIDE 
32 JAGAT BANERJEE GHAT ROAD SHALKIA",,HOWRAH,,,711102,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7517 493 CA GT ROADAÂ VIVEKAÂ VIHARAPPARTMENT BLOCK A SHOP 2 PHASE I 
SHIBPUR HOWRAH",,HOWRAH,,,711102,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"KALBURGI CENTRALOPP VIDYA NAGAR
POLICE STATION P B ROAD VIDYA NAGAR"," KALBURGI CENTRALOPP VIDYA NAGAR
POLICE STATION P B ROAD VIDYA NAGAR",HUBLI,,,580021,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8733 U MALL  2ND FLROPP
 SHOPPERS SHOPHUBLI"," 8733 U MALL  2ND FLROPP
 SHOPPERS SHOPHUBLI",HUBLI,,,580020,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"MUNICIPAL NO 11 9123 SAROORNAGARVILLAGE 
LB NAGAR OPP BHARAT PETROLEUM"," MUNICIPAL NO 11 9123 SAROORNAGARVILLAGE 
LB NAGAR OPP BHARAT PETROLEUM",HYDERABAD,,,500060,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"PLOT NO 254 & 255 ASY NO 369 A ATTAPURA VILLAGE 
RAJENDRA NAGAR MUNICIPALITY",,HYDERABAD,,,500048,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"NO 1 7 43 220 221236 237 BESIDESRADHIKA THEATRE 
A S RAO NAGAR ECIL POST",,HYDERABAD,,,500062,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"PLOT NOS 567 10 11 &12 BLOCK G 
SR NO91 92 & 93 JEEDIMATTA VILLAGE",,HYDERABAD,,,500014,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8731 SREE HEMADURGAMALL 3 1 B SURVEYNO99 
SHANTHI NAGAR UPPAL NEAR YASHODA TOTOYA SHOW ROOM"," 8731 SREE HEMADURGAMALL 3 1 B SURVEYNO99 
SHANTHI NAGAR UPPAL NEAR YASHODA TOTOYA SHOW ROOM",HYDERABAD,,,500039,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"AMSRI FAUSTD NO 9 1 165 166 166A OPP SIGMA HOSPITAL 
BESIDES BASERA HOTEL SANGEETH THEATRE LANE SECUNDARABAD"," AMSRI FAUSTD NO 9 1 165 166 166A OPP SIGMA HOSPITAL 
BESIDES BASERA HOTEL SANGEETH THEATRE LANE SECUNDARABAD",HYDERABAD,,,500003,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"4486 SHOP NO G 46GRD FLR INORBIT MALLSY
 NO 64 PART MADHAPUR HITECH CITY",,HYDERABAD,,,500081,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"RDRL HOUSE NO 1 1039 TO 44 GUMIDELLICOMMERCIAL
 COMPLEX AIRPORT ROAD BEGUMPETH",,HYDERABAD,,,500016,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"MUNICIPAL NO 8 2 29382 A 471 & 8 2 29382 A 
471 1 PLOT NO 471 RD NO 36 JUBILEE HILLS",,HYDERABAD,,,500034,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"H NO 7 17 8 BLOCK 1PLOT NOS 1 TO 4PART & 5 PART 
SR NO 94 99 NACHARAM",,HYDERABAD,,,500076,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"MARAM SATISH CENTRAL16 10 27 1051 TO 7 106 1 MUNCIPAL COLONY
 MAIN ROAD MALAKPET",,HYDERABAD,,,500036,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"6 11 & 6 11 1 VIJAYSAI TOWER OPP BJPOFFICE 
VEVIK NAGAR KUKATPALLY"," 6 11 & 6 11 1 VIJAYSAI TOWER OPP BJPOFFICE 
VEVIK NAGAR KUKATPALLY",HYDERABAD,,,500072,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"MUNICIPAL NO 2 2 3ADIKMET SHIVAM 
ROADVIDYANAGAR",,HYDERABAD,,,500044,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"03 03 1942 VEERSAVARKAR ROAD 
KACHIGUDA",,HYDERABAD,,,500027,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"SHOP NO 3 6 553 TO558 558 1OPP MINERVA HIMAYATNAGAR 
MAIN ROAD HIMAYATNAGAR"," SHOP NO 3 6 553 TO558 558 1OPP MINERVA HIMAYATNAGAR 
MAIN ROAD HIMAYATNAGAR",HYDERABAD,,,500009,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"RDRL MADINAGUDAHYDERABAD STORERELIANCEDIGITAL RETAIL LTD MADINAGUDA 
MAIN RD BESIDE HUNDAI SHOWROOM MADINAGUDA NH 9",,HYDERABAD,,,500032,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"31 SURVEY NO 10431048 NSL CENTRUMNR BSNL EXCHANGE 
KPHB 1 & 2 PHASE KUKATPALLY",,HYDERABAD,,,500072,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"NSL ICON PLOT 1 2 34 H NO 8 2 684 2 A
OPP ICICI BANK ROAD NO 12 BANJARA HILL"," NSL ICON PLOT 1 2 34 H NO 8 2 684 2 A
OPP ICICI BANK ROAD NO 12 BANJARA HILL",HYDERABAD,,,500034,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"SHOP NO 1C GRD FLRASHOKA 
METROPOLITANMALL BANJARA HILLS",,HYDERABAD,,,500034,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"4486 SHOP NO G 46GRD FLR INORBIT MALLSY 
NO 64 PART MADHAPUR HITECH CITY",,HYDERABAD,,,500081,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8675 CSR COMPLEX BLKA GROUND FLOOR 
PLOTNOS 72141142143&144 MAIN ROAD NAGOLE",,HYDERABAD,,,500068,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8678D XPRESSMADHAPUR HYDERABADMUNICIPAL NO S 1 98 6 28 & 1 98 6 50
 PLOT NO S 28 & 50 IN SY NO 76 PART XENO FIVE SPACE ARUNODAYA CO OPERATIVE HOUSING SOCIETY MADHAPUR VILLAGE SERILINGAMPALLY MANDAL & MUNICIPALITY R R DIST",,HYDERABAD,,,500081,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8697 RELIANCE RETAILLIMITED SVSR EDIFACEDOOR NO 3 10 23 10 2 1 OPP CENTRAL
 DETECTIVE TRAINING SCHOOL RAMANTHAPUR MAIN ROAD"," 8697 RELIANCE RETAILLIMITED SVSR EDIFACEDOOR NO 3 10 23 10 2 1 OPP CENTRAL
 DETECTIVE TRAINING SCHOOL RAMANTHAPUR MAIN ROAD",HYDERABAD,,,500013,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8713 ROHIT CHAMBERSMUNICPAL NO 29 62 5MUNICPAL NO 29 62 5 F1 PLOT NO 65 A IN SY 
NO152 NEW VIDYANAGAR NEREDMET ROAD MALKAJGIRI CIRCLE & MANDAL MALKAJGIRI",,HYDERABAD,,,500056,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8738 URBAN OASISMYSORE 1ST FLOOR22 B 
MYSORE VINOBHA ROAD JAYALAKSHMIPURAM",,HYDERABAD,,,570012,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7530 OPP RAMA TEAPOINT H NO 3 5 2463 ROAD NO 5 KRISHNA NAGAR 
HB COLONY MOULA ALI"," 7530 OPP RAMA TEAPOINT H NO 3 5 2463 ROAD NO 5 KRISHNA NAGAR 
HB COLONY MOULA ALI",HYDERABAD,,,500040,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7532 SHAMBAVICOMPLEX PLOT NO 29A & B H NO 1 1 104 1 S2
hyderabad",,HYDERABAD,,,500018,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8475 DX MIN ROYALRESIDENCE ALWALHYDERABAD  ROYAL RESIDENCE G   5 G 6 G 7 PLOT NO 19 20 33AND34  JAWAHAR CO OPERTIVE SOCIETY
 ALWAL MUNICPALITY",,HYDERABAD,,,500010,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"TREASURE ISLAND
3RD FLR MG ROAD",,INDORE,,Madhya Pradesh,452010,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"ANCHOR STORE FIRSTFLOOR 36 4 SOUTHAVENUE MALL ADJOINING 
PERFECT POTTERY NARMADA ROAD JABALPUR",,JABALPUR,,Madhya Pradesh,482008,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8722 GF & FF GAURAVTOWERS
 MALVIYA NGR",,JAIPUR,,,302017,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8719 RDRL LGF BIG CMALL 
PLOT NO 255LAJPAT NAGAR",,JALLANDHAR,,,144001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8735 SHOP NO21 FIRSTFLOOR VIVA COLLAGEMALLNEAR 
HAVELI RESTUARENTGT ROADVILLAGE PRAGPUR"," 8735 SHOP NO21 FIRSTFLOOR VIVA COLLAGEMALLNEAR 
HAVELI RESTUARENTGT ROADVILLAGE PRAGPUR",JALLANDHAR,,,144005,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8669 RDRL CRYSTALMALL SECOND FLOORUNIT 
NOS 201 202 203 & 204 KHAMBHALLA MAIN ROAD OPP KHODIYAR MANDIR"," 8669 RDRL CRYSTALMALL SECOND FLOORUNIT 
NOS 201 202 203 & 204 KHAMBHALLA MAIN ROAD OPP KHODIYAR MANDIR",JAMNAGAR,,Gujarat,361006,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8989 IST FLOOR CITYCENTRE MALL NEARSANGHI 
PETROL PUMP OPPOSITE OLYMPIC CINEMA NEAR BIG BAZAR"," 8989 IST FLOOR CITYCENTRE MALL NEARSANGHI 
PETROL PUMP OPPOSITE OLYMPIC CINEMA NEAR BIG BAZAR",JODHPUR,,Rajasthan,342001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"2ND FLOOR KANNURMALL 
221 S N PARK RD",,KANNUR,,Kerala,670001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"SHOP NO 35 36 37 3839A 
PROPERTY NO 16113 2ND FLR Z SQUARE MALL",,KANPUR,,Uttar Pradesh,208001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7675 111 447 80 FEETRD 
ASHOK NAGAR",,KANPUR,,Uttar Pradesh,208012,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7704 80 2 BLOCK 8VIP ROAD 
NANDLALCHAURAHA GOVINDNAGAR",,KANPUR,,Uttar Pradesh,208006,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7716  GF 125 8 80 2BLOCK 2 VIP ROAD
NANDLAL CHAURAHA GOVIND NAGER",,KANPUR,,Uttar Pradesh,208006,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7745  GF 177 N 65
 AAVON MARKET  KAKADEV",,KANPUR,,Uttar Pradesh,208006,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7777  SHOP NO  45 &46 NAGAR NIGAM 
MARKTZOO ROAD  VIKAS NAGAR",,KANPUR,,Uttar Pradesh,208002,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7778  46 I  
RAJEEVNAGAR  LAL BANGLA",,KANPUR,,Uttar Pradesh,208007,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7780  277  A 2 1HEMANT VIHARNEAR 
SACHAN GUESY HOUSE BARRA 1"," 7780  277  A 2 1HEMANT VIHARNEAR 
SACHAN GUESY HOUSE BARRA 1",KANPUR,,Uttar Pradesh,208027,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8679 RR COMPLEX VYRAROAD MUNICIPAL NO 51 662 NEW 5 1 205 OLD SY
 NOS 213 & 214 KHANAPURAM HAVELI GRAM PANCHAYAT KHAMMAM URBAN MANDAL &",,KHAMMAM,,Telangana,507001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8666 RDRL Z ESTATEPATIA BHUBANESWARPLOT NOS 437 1893 KHATA 
NOS 489 239 MOUJA PATIA ON BHUBANESWAR NANDAN KANAN ROAD",,KHURDA,,,751023,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"2ND FLR TCC RELIANCEMEGA MALL
 SUBHASH RDLAXMIPURI",,KOLHAPUR,,,416001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"DIAMOND CITY NORTH
SHOP NO 1 2ND FLRJESSOR RD NAGERBAZAR",,KOLKATTA,,,700055,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8699 46 41 1 GHOSHPARA ROAD PO BARRACKPORE PS TITAGARH 
BESIDE HIMALAYA OPTICALS & MP JEWELLERS NEAR BARRACKPORE RLY STN"," 8699 46 41 1 GHOSHPARA ROAD PO BARRACKPORE PS TITAGARH 
BESIDE HIMALAYA OPTICALS & MP JEWELLERS NEAR BARRACKPORE RLY STN",KOLKATTA,,,700120,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8734 LAKE MALL3RD FLOOR
104RASHBIHARI AVENUE",,KOLKATTA,,,700029,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"46 DIAMOND HARBOURRD 
THAKURPUKURBEHALA",,KOLKATTA,,,700063,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"229 Vishnu EnclaveNetaji 
Subhas ChandrP S Jadavpur",,KOLKATTA,,,700047,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"SATYAM TOWER V I PROAD 
OPP HALDIRAMNR B P PODDAR INSTITUTE KAIKHALI"," SATYAM TOWER V I PROAD 
OPP HALDIRAMNR B P PODDAR INSTITUTE KAIKHALI",KOLKATTA,,,700052,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"AXIS MALL SEC 02BLOCK B PLOT NO CF09
ACTION AREA IC NEW TOWN",,KOLKATTA,,,700156,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8700D XPRESS GF & MF14 
NETAJI SUBHASH RD",,KOLKATTA,,,700001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8704MANI SQUARE MALL164 1 
MANICKTALAMAIN ROAD OFF EM BYPASS",,KOLKATTA,,,700054,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8709 UNIT NO13 & 8PARK 
MANSION 57APARK STREET",,KOLKATTA,,,700016,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8710 MILLENIUM CITYDN 
62 SEC 5 SALTLAKE",,KOLKATTA,,,700019,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7508 CF 326 NEARSWIMMING 
POOLSALT LAKE  BIDHAN NAGAR NEXT TO CCD"," 7508 CF 326 NEARSWIMMING 
POOLSALT LAKE  BIDHAN NAGAR NEXT TO CCD",KOLKATTA,,,700064,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7511 2BSHAMBHU NATH 
PANDITSTREET  ELGIN ROAD",,KOLKATTA,,,700020,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7513 319 7JESSORE ROAD
NAGERBAZAR",,KOLKATTA,,,700074,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7523 RELIANCE DIGITLMINI DX140 D  
SARATBOSE ROAD",,KOLKATTA,,,700029,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7526 DX3 85  CHITTARANJAN COLONY  
RAJASC MALLIK ROAD",,KOLKATTA,,,700032,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7528 334 1  
MB ROADBIRATI",,KOLKATTA,,,700051,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7551 174 
GLINTON STREET",,KOLKATTA,,,700014,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7567 RELIANCEDIGITAL MINI DX87 2DUM DUM ROAD BETWEEN PLANET M SPICE HOT SPOT & CAFE COFFEE DAY BESIDE TMS AND OPP 
NOKIA PRIORITY"," 7567 RELIANCEDIGITAL MINI DX87 2DUM DUM ROAD BETWEEN PLANET M SPICE HOT SPOT & CAFE COFFEE DAY BESIDE TMS AND OPP 
NOKIA PRIORITY",KOLKATTA,,,700074,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7590 RELIANCE DIGITLMINI DX93  
NSC BOSEROAD",,KOLKATTA,,,700040,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7591 RELIANCE DIGITLMINI DXLILA MANSIONHOLDING NO 61 H 18 & 19  
KNC ROAD  BARASAT",,KOLKATTA,,,700124,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"CITI MALL 
 A 47 IPIARD NO 03",,KOTA,,,324005,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"24 HALWASIA COURTHAJRATGANJ 
MG MARG",,LUCKNOW,,,226001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"8983 RRL CDIT CITYMALL LUCKNOW 
CP2CITY MALL VIPUL KHAND 4 GOMTI NAGAR",,LUCKNOW,,,226010,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"SHOP NO S 10 PLOTNO CP 08 PHOENIXUNITED MALL SECTOR B 
KANPUR ROAD CITY EXPANSION SCHEME",,LUCKNOW,,,226005,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"PN TC 54 & 55AVIBHUTI 
KHAND",,LUCKNOW,,,226010,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7648 SHOP NO 1 UGFSEHER PLAZA OPPMASZID ARVINDO PARK ROAD SEC 12 
INDRA NAGAR MUNSHI PULLIA"," 7648 SHOP NO 1 UGFSEHER PLAZA OPPMASZID ARVINDO PARK ROAD SEC 12 
INDRA NAGAR MUNSHI PULLIA",LUCKNOW,,,226016,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"7663  LGF KRISHNAPLAZA 133 24
NAZIRABAD",,LUCKNOW,,,226018,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"SHOP NO 15 16LOWER GRD 
FLOORWEST END MALL EROZPUR ROAD",,LUDHIANA,,Punjab,141001,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
,TV,Consumer Electronics,,RELIANCE DIGITAL,,"VISHAAL DE MALLANCHOR SHOP 3RD FLRDOOR 
NO 31 GOKALE RD CHOKKIKULAM VILLAGE MADURAI NORTH TALUK",,MADURAI,,Tamil Nadu,625002,,,,,,https://www.reliancedigital.in/locateus,,,,,,,,,
